"course_id","course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
383414,"Beginner to Pro in PowerPoint: Complete PowerPoint Training","https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/","True",150,5786,518,50,"All Levels",5,"2015-01-31T15:34:05Z","Business Finance"
831066,"Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5)","https://www.udemy.com/learn-mql5/","True",150,2877,103,81,"All Levels",4.5,"2016-04-26T22:41:46Z","Business Finance"
434774,"Options Trading Stocks: Proven Toolbox For Financial Success","https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/","True",195,7884,118,68,"Intermediate Level",10,"2015-05-19T23:25:41Z","Business Finance"
308690,"Forex Trading A-Z™ - With LIVE Examples of Forex Trading","https://www.udemy.com/forex-trading/","True",195,16900,2476,52,"Beginner Level",5.5,"2014-12-12T23:58:39Z","Business Finance"
321410,"Beginner to Pro in Excel: Financial Modeling and Valuation","https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/","True",195,22257,2697,138,"All Levels",7.5,"2014-11-25T23:00:40Z","Business Finance"
965832,"The Complete Investment Banking Course 2017","https://www.udemy.com/the-complete-investment-banking-course-2016/","True",195,8575,809,110,"All Levels",5.5,"2016-10-10T16:16:26Z","Business Finance"
648826,"The Complete Financial Analyst Course 2017","https://www.udemy.com/the-complete-financial-analyst-course/","True",195,24481,2347,174,"All Levels",10,"2016-01-21T01:38:48Z","Business Finance"
1035472,"Python for Finance: Investment Fundamentals & Data Analytics","https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/","True",195,3811,278,103,"All Levels",6.5,"2017-03-30T22:17:09Z","Business Finance"
1154754,"Financial Modeling for Startups & Small Businesses","https://www.udemy.com/financial-modeling-for-startups-small-businesses/","True",195,4991,137,79,"Beginner Level",11.5,"2017-03-29T22:36:05Z","Business Finance"
1214702,"Three Steps Trading - Live Trading - Real Account","https://www.udemy.com/three-steps-trading-live-trading-real-account/","True",190,1197,11,46,"All Levels",5,"2017-05-24T23:02:07Z","Business Finance"
848664,"Option Trading for Rookies:  Understand Options Completely","https://www.udemy.com/complete-course-introduction-to-option-trading/","True",150,2893,65,62,"All Levels",2,"2016-08-10T15:27:06Z","Business Finance"
994754,"The Power Modeling Bootcamp: Advanced Excel in 10 Days","https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/","True",150,1680,158,76,"All Levels",5.5,"2016-11-26T04:09:14Z","Business Finance"
43319,"Options Trading Basics (3-Course Bundle)","https://www.udemy.com/learn-options-trading-courses/","True",180,10100,985,45,"Beginner Level",11,"2013-02-25T11:36:06Z","Business Finance"
302562,"Introduction to Accounting: The Language of Business","https://www.udemy.com/learnaccountingforfree/","True",20,11958,370,134,"Beginner Level",11.5,"2014-10-02T09:16:55Z","Business Finance"
891484,"Forex Trading - Advanced Fundamental Analysis","https://www.udemy.com/forex-trading-advanced-fundamental-analysis/","True",20,1754,100,49,"Intermediate Level",2.5,"2016-06-30T17:06:46Z","Business Finance"
308696,"Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader","https://www.udemy.com/metatrader4/","True",150,2602,402,57,"Beginner Level",5,"2015-10-28T17:32:56Z","Business Finance"
923616,"Website Investing 101 - Buying & Selling Online Businesses","https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/","False",0,6811,151,51,"All Levels",2,"2016-08-05T17:03:15Z","Business Finance"
866584,"Advanced Accounting A Complete Study for CA / CMA / CFA / CS","https://www.udemy.com/branch-accounts-a-complete-analysis/","True",150,1535,16,462,"All Levels",62,"2016-06-03T17:42:27Z","Business Finance"
1100054,"FOREX TRADING - Learn in a quick + profitable way + support","https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/","True",100,271,48,47,"All Levels",3.5,"2017-02-20T23:45:20Z","Business Finance"
920604,"Intro to Financial Modeling","https://www.udemy.com/intro-to-financial-modeling/","True",105,1077,110,55,"Beginner Level",6,"2016-08-19T20:12:24Z","Business Finance"
722174,"Forex Trading MAKE YOUR FIRST TRADE TODAY!","https://www.udemy.com/trade-forex/","True",150,3523,46,45,"All Levels",4,"2016-01-10T21:39:39Z","Business Finance"
907444,"SAP FICO For Beginners - A Guide to SAP Financial Accounts","https://www.udemy.com/sap-fico-for-sap-beginners/","True",100,1444,101,59,"Beginner Level",5,"2016-07-25T16:08:07Z","Business Finance"
221306,"Accounting Is Easy (for Beginners)","https://www.udemy.com/fundamentals-of-accountancy/","True",20,3870,12,90,"All Levels",9,"2014-05-20T18:13:38Z","Business Finance"
155344,"Introduction to Bookkeeping (Accounting)","https://www.udemy.com/introduction-to-bookkeeping/","True",20,3251,10,59,"Beginner Level",12,"2014-01-31T20:40:36Z","Business Finance"
218416,"Trading Binary Options for Fun and Profit","https://www.udemy.com/trading-binary-options-for-fun-and-profit/","True",20,1574,24,46,"All Levels",2,"2015-02-21T00:36:13Z","Business Finance"
831940,"Fundamentals of Accounting for Business Owners","https://www.udemy.com/fundamentals-of-accounting-for-business-owners/","True",20,217,0,47,"Beginner Level",2.5,"2017-02-06T16:35:44Z","Business Finance"
907716,"International Tax  - Tax Beyond boundaries","https://www.udemy.com/international-tax-course-intermediate-level/","True",100,27,6,235,"All Levels",19.5,"2016-09-06T15:03:27Z","Business Finance"
822926,"Curso de Trading práctico basado en casos reales","https://www.udemy.com/trading-practico/","True",20,44,6,55,"All Levels",10,"2016-08-29T16:36:38Z","Business Finance"
666254,"Curso Avanzado de Trading","https://www.udemy.com/curso-avanzado-de-trading/","True",125,106,11,100,"All Levels",20.5,"2015-11-28T06:25:44Z","Business Finance"
696616,"Stock Market for Beginners - Complete Starter Toolkit","https://www.udemy.com/complete-stock-market-starter-toolkit-for-beginners/","True",120,577,45,82,"Intermediate Level",6.5,"2016-03-31T18:22:30Z","Business Finance"
507486,"Technical Analysis 101: Secrets of Trading Revealed","https://www.udemy.com/secrets-of-stock-market-trading-revealed/","True",150,912,27,81,"All Levels",2.5,"2015-07-16T22:29:32Z","Business Finance"
537896,"Risk Analysis - Capital Budgeting for CA / CS / CFA exams","https://www.udemy.com/risk-analysis-in-capital-budgeting/","True",20,2268,4,47,"All Levels",5.5,"2015-07-07T20:21:29Z","Business Finance"
494800,"Accounting Basics - A Complete Study","https://www.udemy.com/fundamentals-of-accounting-a-complete-study/","True",180,1132,70,332,"All Levels",29,"2015-05-06T23:27:45Z","Business Finance"
484132,"MBA Accounting and Finance for Managers(Paper MS04 of IGNOU)","https://www.udemy.com/dividend-decision-a-comprehensive-study/","True",150,1340,4,272,"All Levels",26,"2015-07-19T19:43:52Z","Business Finance"
443584,"Option selling trading as income source. Beginners friendly","https://www.udemy.com/option-trading/","True",195,1276,46,61,"All Levels",6,"2015-04-06T17:34:49Z","Business Finance"
403468,"Financial Accounting: The Complete Introductory Crash Course","https://www.udemy.com/university-level-introduction-to-financial-accounting/","True",100,2591,44,69,"All Levels",10,"2015-01-26T20:09:29Z","Business Finance"
471440,"Accounting and Finance for Bankers - A Comprehensive Study","https://www.udemy.com/crash-course-on-financial-management/","True",180,3056,9,316,"All Levels",24.5,"2015-04-10T19:24:28Z","Business Finance"
419308,"TRADING TACTICS","https://www.udemy.com/trading-tactics/","True",145,951,25,62,"All Levels",6,"2015-02-13T20:19:58Z","Business Finance"
292462,"Learn to Raise the Funds You Need via Crowdfunding","https://www.udemy.com/thecrowdfundedkit/","True",20,3403,29,70,"All Levels",8,"2014-09-19T20:38:16Z","Business Finance"
1053272,"The Financial Analyst Skills Training (FAST) course 2017","https://www.udemy.com/the-financial-analyst-skills-training-fast-course-2017/","True",100,589,31,138,"All Levels",10,"2017-01-02T17:44:17Z","Business Finance"
934574,"Basics of Commerce A Complete Study","https://www.udemy.com/basics-of-commerce-a-complete-study/","True",150,2197,4,105,"All Levels",5.5,"2016-12-21T16:30:33Z","Business Finance"
95176,"ChalkTalk: Financial Accounting","https://www.udemy.com/chalk-talk-accounting/","True",20,25,1,108,"All Levels",3.5,"2014-01-23T22:33:18Z","Business Finance"
130366,"Trading: High-ROI Trading","https://www.udemy.com/the-high-roi-trading-video-course/","True",190,126,20,47,"Intermediate Level",12.5,"2014-02-05T19:02:33Z","Business Finance"
1167536,"Learn to Trade Forex - from Beginner to Professional","https://www.udemy.com/learn-to-trade-forex-from-only-10-minutes-a-day/","True",195,89,7,64,"All Levels",12.5,"2017-04-06T16:59:36Z","Business Finance"
256094,"Financial Management - Ratio Analysis","https://www.udemy.com/financial-ratio-analysis/","True",20,2046,9,72,"Beginner Level",5.5,"2014-07-05T15:25:07Z","Business Finance"
501502,"Learn Financial Accounting Different","https://www.udemy.com/learn-financial-accounting-different/","True",20,79,1,58,"All Levels",6,"2015-05-24T21:14:23Z","Business Finance"
169662,"Capital Market Immersion","https://www.udemy.com/capital-market-immersion/","True",195,613,33,142,"All Levels",24.5,"2014-02-25T15:43:53Z","Business Finance"
455452,"Accounting, Finance and Banking - A Comprehensive Study","https://www.udemy.com/accounting-finance-and-banking-a-comprehensive-study/","True",180,507,36,395,"All Levels",33,"2015-03-26T18:01:39Z","Business Finance"
658766,"Advanced Financial Management for CA / CS / CFA /CPA Exams","https://www.udemy.com/advanced-financial-management-a-comprehensive-study/","True",150,375,15,194,"All Levels",24.5,"2015-11-03T18:22:32Z","Business Finance"
282050,"The Day Trader: Learn to Trade The Stock Market and Forex","https://www.udemy.com/day-trading-course/","True",20,768,23,54,"All Levels",10.5,"2014-08-21T17:18:12Z","Business Finance"
375594,"Financial Management - A Complete Study","https://www.udemy.com/financial-management-a-complete-study/","True",190,1941,128,527,"All Levels",71.5,"2014-12-22T16:57:30Z","Business Finance"
703770,"MQL4 Programming for Traders: Build Robust Trading Robots!","https://www.udemy.com/algorithmic-trading-bootcamp-metatrader4/","True",195,1367,33,74,"All Levels",7,"2016-02-22T00:31:08Z","Business Finance"
1185936,"الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى","https://www.udemy.com/arabic-forex-education-by-pforex/","False",0,368,3,69,"All Levels",20.5,"2017-04-25T15:02:33Z","Business Finance"
81064,"Easy Forex and Futures Trading","https://www.udemy.com/easy-forex-and-futures-trading/","True",100,218,5,66,"All Levels",14.5,"2013-12-31T01:22:44Z","Business Finance"
364566,"MCA Accountancy and Financial Management -Paper MCS 35 IGNOU","https://www.udemy.com/time-value-of-money/","True",180,3667,4,460,"All Levels",43.5,"2014-12-06T16:34:03Z","Business Finance"
1136912,"Financial Accounting - The Ultimate Beginner Course","https://www.udemy.com/financial-accounting-the-ultimate-beginner-course/","True",100,9,2,101,"Beginner Level",10,"2017-04-06T00:39:12Z","Business Finance"
881778,"資産運用の基礎を学ぶファイナンス入門","https://www.udemy.com/jun-sakai-trading-course5/","True",20,114,13,52,"Beginner Level",4,"2016-07-07T18:16:41Z","Business Finance"
173462,"Aprende a invertir y deja que tu dinero trabaje para ti","https://www.udemy.com/aprende-a-invertir-y-deja-que-tu-dinero-trabaje-para-ti/","True",145,789,68,95,"All Levels",14,"2014-03-03T09:52:27Z","Business Finance"
517466,"Day Trading: High ROI Day Trading ","https://www.udemy.com/day-trading-forex/","True",150,17,2,51,"Intermediate Level",6.5,"2015-07-29T19:08:33Z","Business Finance"
364428,"CFA Corporate Finance Level 1 (Part 1)","https://www.udemy.com/learn-cost-of-capital-of-business/","True",180,621,1,107,"All Levels",14.5,"2014-12-06T07:44:46Z","Business Finance"
363078,"Capital Structuring Techiques for CA / CFA / CPA Exams","https://www.udemy.com/capital-structuring-decisions/","True",125,4480,12,50,"Intermediate Level",7,"2014-12-05T09:23:16Z","Business Finance"
1046992,"Forex & Financial Market Trading Tutorial- Online Strategies","https://www.udemy.com/forex-education-school-pforex/","False",0,3137,30,69,"All Levels",9,"2017-04-12T16:26:51Z","Business Finance"
59725,"Small Business and Managerial Accounting Training Tutorial","https://www.udemy.com/small-business-and-managerial-accounting-training-tutorial/","True",20,117,3,71,"Beginner Level",3.5,"2013-06-19T17:52:07Z","Business Finance"
937150,"How to Invest in Startups - Expert Reveals Winning Secrets.","https://www.udemy.com/how-to-invest-in-startups/","False",0,1625,5,145,"All Levels",8.5,"2016-08-29T14:24:43Z","Business Finance"
305368,"NPV and IRR Techniques for CA / CFA / CPA Exams","https://www.udemy.com/business-investment-decisions/","True",20,1551,5,55,"Beginner Level",7.5,"2014-09-22T14:30:17Z","Business Finance"
364206,"Media Training for Financial Service Professionals","https://www.udemy.com/media-training-for-financial-service-professionals/","True",20,1254,2,64,"All Levels",7,"2014-12-11T21:14:18Z","Business Finance"
781954,"Cost Accounting and Financial Management - A Complete Study","https://www.udemy.com/cost-accounting-and-financial-management-a-complete-study/","True",150,452,14,444,"All Levels",45,"2016-03-04T17:04:28Z","Business Finance"
869716,"株式投資で本当のテクニカル分析ができるようになる","https://www.udemy.com/jun-sakai-trading-course4/","True",20,68,10,45,"Intermediate Level",2.5,"2016-07-01T19:53:20Z","Business Finance"
589778,"How to Read Financial Statements","https://www.udemy.com/how-to-read-financial-statements/","True",20,5,2,59,"Beginner Level",2,"2015-08-23T20:13:45Z","Business Finance"
627772,"Interpreting financial statements","https://www.udemy.com/financial-statements-focused-on-cash-flows/","False",0,2119,111,54,"All Levels",2,"2015-10-28T18:25:41Z","Business Finance"
485889,"Cost Accounting - A Comprehensive Study","https://www.udemy.com/cost-accounting-a-comprehensive-study/","True",180,503,43,286,"All Levels",29.5,"2015-04-26T23:46:55Z","Business Finance"
295909,"Legal Accounting","https://www.udemy.com/solicitors-accounts/","True",110,26,6,49,"All Levels",4,"2014-09-21T04:58:16Z","Business Finance"
83736,"Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping","https://www.udemy.com/an-entrepreneurs-guide-to-small-biz-bookkeeping/","True",20,1294,7,58,"Beginner Level",5.5,"2013-08-28T03:28:52Z","Business Finance"
315716,"15 Mandamientos para ganar dinero en Bolsa","https://www.udemy.com/15-mandamientos-para-ganar-dinero-en-bolsa/","True",20,45,2,49,"All Levels",8.5,"2014-10-14T17:33:27Z","Business Finance"
720994,"Gestão Financeira Para Pequenas e Médias Empresas","https://www.udemy.com/gestao-financeira/","True",115,1284,230,45,"All Levels",4.5,"2016-01-29T01:16:05Z","Business Finance"
598846,"Forex para Principiantes-Ejemplos en VIVO de Trading Real","https://www.udemy.com/forex-espanol/","True",140,813,94,52,"Beginner Level",5,"2015-10-05T16:19:45Z","Business Finance"
1141708,"Managerial Accounting - The Ultimate Beginner Course!","https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/","True",100,11,0,121,"Beginner Level",11,"2017-04-13T00:20:15Z","Business Finance"
914164,"Forex Basics: Learn how to read and analyze Forex charts","https://www.udemy.com/forex-basics-c/","True",195,11,0,45,"Beginner Level",4.5,"2016-09-22T16:40:03Z","Business Finance"
1053462,"Management Accounting A Complete Study","https://www.udemy.com/management-accounting-a-complete-study/","True",150,133,3,158,"All Levels",17.5,"2016-12-29T15:07:43Z","Business Finance"
777276,"Financial Accounting Part I - Passing the Class","https://www.udemy.com/severson-financial-accounting-part-one/","True",20,45,10,47,"Beginner Level",4.5,"2016-06-29T14:53:51Z","Business Finance"
176136,"Trade for a Living","https://www.udemy.com/trade-for-a-living/","True",20,293,14,59,"All Levels",8,"2014-03-22T22:56:09Z","Business Finance"
260066,"Banking Credit Analysis Process (for Bankers)","https://www.udemy.com/credit-analysis-process/","True",180,894,62,241,"Beginner Level",17.5,"2014-07-12T11:00:16Z","Business Finance"
562668,"Financial Accounting Made Easy for All","https://www.udemy.com/financialaccounting/","True",20,87,22,86,"All Levels",4,"2015-09-01T18:36:10Z","Business Finance"
455120,"Life Coach Business Basics: Finance and Operations","https://www.udemy.com/how-to-run-a-business-business-finance-operations/","True",195,397,4,54,"All Levels",3.5,"2015-08-27T23:35:24Z","Business Finance"
249934,"Finance for Non Finance Executives","https://www.udemy.com/finance-for-non-finance-executives/","True",180,944,44,187,"Beginner Level",13,"2014-06-25T15:09:12Z","Business Finance"
